Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow,translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged
168545827,"Jul 20, 2014, 4:58:14 PM",First Ride,Ride,"Long Lake, Olivia's Park",4017,15.74,,false,,activities/168545827.gpx,70.30680084228516,,4017.0,3710.0,15741.400390625,10.399999618530273,,106.04000091552734,106.04000091552734,256.29998779296875,296.0,34.099998474121094,0.0,,,,,,,,78.3313980102539,324.0295715332031,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169141943,"Jul 21, 2014, 11:31:14 PM",Sunfish Lake Park,Ride,With Isaac,2670,6.07,,false,,activities/169141943.gpx,70.30680084228516,,2670.0,2224.0,6073.7998046875,10.699999809265137,,49.286598205566406,,271.8999938964844,300.1000061035156,36.20000076293945,-0.0016464199870824814,,,,,,,,80.12229919433594,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170713683,"Jul 25, 2014, 1:52:35 PM",Morning Ride,Ride,"Long Lake, Croixwood Route",2415,8.61,,false,,activities/170713683.gpx,70.30680084228516,,2415.0,2266.0,8616.599609375,12.0,,38.95869827270508,38.95869827270508,271.70001220703125,296.0,31.100000381469727,0.0,,,,,,,,58.63050079345703,148.13523864746094,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172652619,"Jul 29, 2014, 6:41:47 PM",And then It Poured,Ride,"Downtown, North, It Rained Hard",3473,13.11,,false,,activities/172652619.gpx,70.30680084228516,,3473.0,3098.0,13109.400390625,11.300000190734863,,188.6179962158203,188.6179962158203,215.6999969482422,291.70001220703125,31.700000762939453,0.0,,,,,,,,86.8333969116211,299.9460144042969,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174135482,"Aug 2, 2014, 12:34:58 AM",Evening Ride,Ride,"Stairs, Long Lake, Hale Pitstop, Nice Clouds",3849,13.93,,false,,activities/174135482.gpx,70.30680084228516,,3849.0,3177.0,13930.2001953125,12.199999809265137,,105.58799743652344,105.58799743652344,237.1999969482422,291.70001220703125,34.29999923706055,0.0,,,,,,,,78.4395980834961,277.86090087890625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183094076,"Aug 20, 2014, 9:12:46 PM",First Recovery,Ride,"Long Lake, First Since Lymes",2457,10.14,,false,,activities/183094076.gpx,70.30680084228516,,2457.0,2261.0,10144.099609375,12.100000381469727,,48.04090118408203,48.24089813232422,272.20001220703125,296.0,14.800000190734863,-0.0019715900998562574,,,,,,,,75.69309997558594,190.8234405517578,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183893407,"Aug 22, 2014, 6:02:17 PM",Gooseberry Falls,Hike,North Shore Trip,7223,5.27,,false,,activities/183893407.gpx,70.30680084228516,,7223.0,4453.0,5272.89990234375,4.0,,89.7052001953125,,183.5,224.5,49.0,-0.0056894700974226,,,,,,,,,455.49713134765625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184275725,"Aug 23, 2014, 3:56:27 PM",Cascade River,Hike,North Shore Trip,3244,1.68,,false,,activities/184275725.gpx,70.30680084228516,,3244.0,1766.0,1684.800048828125,2.0,,30.073699951171875,,198.39999389648438,234.6999969482422,47.099998474121094,-0.023741699755191803,,,,,,,,,145.54071044921875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184352535,"Aug 23, 2014, 5:46:58 PM",Judge C. R. Magney Park,Hike,North Shore Trip,3613,3.54,,false,,activities/184352535.gpx,70.30680084228516,,3613.0,2918.0,3545.89990234375,2.799999952316284,,125.65699768066406,,188.0,257.8999938964844,50.0,0.005640320014208555,,,,,,,,,306.3110046386719,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184785568,"Aug 24, 2014, 3:56:27 PM",Temperance River,Hike,North Shore Trip,4031,2.83,,false,,activities/184785568.gpx,70.30680084228516,,4031.0,2800.0,2837.0,2.5,,44.547401428222656,,183.8000030517578,232.89999389648438,42.400001525878906,0.01409939955919981,,,,,,,,,245.072998046875,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186141924,"Aug 27, 2014, 5:29:16 PM",Lunch Ride,Ride,"Downtown, Summer, Tashi",2008,9.09,,false,,activities/186141924.gpx,70.30680084228516,,2008.0,1848.0,9093.5,15.399999618530273,,102.13500213623047,102.13500213623047,227.10000610351562,291.70001220703125,15.0,0.0,,,,,,,,89.1552963256836,183.70628356933594,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187988821,"Aug 31, 2014, 4:58:37 PM",Back from Cabin,Ride,,2155,10.53,,false,,activities/187988821.gpx,70.30680084228516,,2155.0,2087.0,10532.7998046875,12.399999618530273,,70.06849670410156,70.06849670410156,259.3999938964844,291.70001220703125,15.5,0.0,,,,,,,,87.24009704589844,203.00814819335938,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190798448,"Sep 6, 2014, 8:04:15 PM",Distance,Ride,"Squirrels, Snapping Turtle, Ravine",3641,16.02,,false,,activities/190798448.gpx,70.30680084228516,,3641.0,3465.0,16027.7001953125,15.100000381469727,,133.6009979248047,133.7010040283203,227.10000610351562,291.70001220703125,32.29999923706055,-0.0006239200010895729,,,,,,,,97.23639678955078,375.67041015625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200074670,"Sep 27, 2014, 2:06:37 PM",Explore,Ride,Exploring,5014,19.40,,false,,activities/200074670.gpx,70.30680084228516,,5014.0,4745.0,19404.599609375,10.399999618530273,,115.69599914550781,115.7959976196289,244.0,292.79998779296875,30.399999618530273,-0.000515341991558671,,,,,,,,80.98490142822266,428.46478271484375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203789919,"Oct 5, 2014, 7:16:17 PM",Afternoon Ride,Ride,Lost part of it cause phone died - add 2 miles,1450,4.87,,false,,activities/203789919.gpx,70.30680084228516,,1450.0,1143.0,4876.10009765625,10.100000381469727,,0.0,18.100000381469727,272.20001220703125,291.6000061035156,6.300000190734863,-0.37119799852371216,,,,,,,,66.16709899902344,84.32633209228516,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206546649,"Oct 12, 2014, 3:24:47 PM",Browns Creek Exploration,Ride,,4289,16.77,,false,,activities/206546649.gpx,70.30680084228516,,4289.0,3620.0,16775.900390625,11.699999809265137,,125.39800262451172,125.5979995727539,209.6999969482422,296.0,27.299999237060547,-0.0011921899858862162,,,,,,,,97.87640380859375,395.0585021972656,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
